x,y,z,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
0.0119532,0.1577774749999999,0.9998867,-7.260915265337916,-6.453450592397424,-6.734480806858042,-8.222581420816747,-6.361841362618089,-7.245011299280311,-3.6881736440705706,-6.807225007263354,-4.620586311455969,-6.122993032372672,-5.669532138973751,-5.281832670665222,-5.819609065319456,-4.617622962591962,-5.05588788315632,-4.510334154150803,-5.366506523751598,-4.187214073204904,-4.579063694550498,-4.704438977235599,-3.565089849003806,-4.830240165203371,-3.815691594548559,-4.536301202781034,-4.007184707142015,-3.8830210526653017,-3.82149788747818,-4.826031274126875,-3.671532147723881,-4.237623202506152,-3.91200649041304,-4.124031265366412,-4.258547433023293,-3.8143596055574367,-3.9303644938481472,-3.8067091360952423,-4.3551929130322895,-3.6519700729071194,-3.814814672397109,-4.17550062570303,-3.705061068337464,-3.899457851070211,-3.903679529316141,-3.6711371384304248,-3.398273410590065,-3.761646887705488,-3.7784221960244975,-3.670372208268832,-3.5204766869939625,-3.597340238043942
