xy,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
13.163014174999999,17.02948139264692,16.456129584584396,15.102811040894132,17.907156872312484,13.397770191422712,15.512949470762816,15.57763004449891,14.590706733240921,11.390310032134916,12.463521022898107,11.463239721987751,12.285306274078124,11.812915490924954,9.412136504041515,10.710266177502369,9.964982098517556,11.338305013136775,9.234190434460537,10.336505715936642,11.149963941739298,9.04578164358162,10.344780027892162,9.168059910883102,9.189727399389566,8.716354396566848,8.061557260783914,8.659968497922922,10.15523384413984,10.059101150519343,8.475063640673238,8.074174588089887,8.48116944763036,9.227585952007217,8.41604293228454,8.886924020162017,8.967089046537005,10.087927881868444,7.928784368273401,9.337549137459103,8.461090291421952,7.533282412173813,9.022817201930385,7.856661876242213,7.6726067387201375,7.352210880149336,7.633975978845751,7.5758311590007565,7.664052050460398,8.01223185283455,8.024638773515786
